Kingdom,Phylum,Class,Order,Family,Genus,Species
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Thelyconychia,Thelyconychia
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Thelymorpha,Thelymorpha
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Thelyoxynops,Thelyoxynops
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Therobia,Therobia
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tlephusa,Tlephusa
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Torocca,Torocca
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Townsendiellomyia,Townsendiellomyia
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Trafoia,Trafoia
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Triarthria,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Triarthria,Triarthria
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Trichactia,Trichactia
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Trichodischia,Trichodischia
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Trichodura,Trichodura
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Trichoformosomyia,Trichoformosomyia
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Trichophora,Trichophora
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Trichophoropsis,Trichophoropsis
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Trichopoda,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Trichopoda,Trichopoda
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Trigonospila,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Trigonospila,Trigonospila
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Triodontopyga,Triodontopyga
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Trismegistomya,Trismegistomya
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tritaxys,Tritaxys
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Trixa,Trixa
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Trochilodes,Trochilodes
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tromodesiana,Tromodesiana
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tropidodexia,Tropidodexia
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tsugaea,Tsugaea
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Ugimeigenia,Ugimeigenia
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Uramya,Uramya
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Urodexia,Urodexia
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Uruleskia,Uruleskia
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Vanderwulpia,Vanderwulpia
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Vibrissina,Vibrissina
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Voria,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Voria,Voria
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Wagneria,Wagneria
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Winthemia,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Winthemia,Winthemia
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Xanthodexia,Xanthodexia
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Xanthoepalpus,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Xanthoepalpus,Xanthoepalpus
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Xanthomelanodes,Xanthomelanodes
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Xanthomelanopsis,Xanthomelanopsis
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Xanthophyto,Xanthophyto
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Xanthozona,Xanthozona
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Xylotachina,Xylotachina
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Xysta,Xysta
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Zaira,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Zaira,Zaira
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Zelia,Zelia
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Zenillia,Zenillia
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Zeuxia,Zeuxia
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Zizyphomyia,Zizyphomyia
Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Zophomyia,Zophomyia
Eukaryota,Arthropoda,Insecta,Diptera,Tanyderidae,Araucoderus,Araucoderus
Eukaryota,Arthropoda,Insecta,Diptera,Tanyderidae,Protanyderus,Protanyderus
Eukaryota,Arthropoda,Insecta,Diptera,Tanyderidae,Protoplasa,Protoplasa
Eukaryota,Arthropoda,Insecta,Diptera,Tanyderidae,Tanyderus,Tanyderus
Eukaryota,Arthropoda,Insecta,Diptera,Tanypezidae,Tanypeza,Tanypeza
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Acanthiophilus,Acanthiophilus
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Acanthonevra,Acanthonevra
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Acanthonevroides,Acanthonevroides
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Acidia,Acidia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Acidiella,Acidiella
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Acidoxantha,Acidoxantha
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Acinia,Acinia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Aciurina,Aciurina
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Acroceratitis,Acroceratitis
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Acrotaeniostola,Acrotaeniostola
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Actinoptera,Actinoptera
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Adrama,Adrama
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Alujamyia,Alujamyia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Anastrepha,Anastrepha
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Anastrepha,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Anomoia,Anomoia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Bactrocera,Bactrocera
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Bactrocera,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Bistrispinaria,Bistrispinaria
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Blepharoneura,Blepharoneura
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Calloptera,Calloptera
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Campiglossa,Campiglossa
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Campiglossa,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Capitites,Capitites
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Capparimyia,Capparimyia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Carpomya,Carpomya
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Carpophthoromyia,Carpophthoromyia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Cecidochares,Cecidochares
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Celidodacus,Celidodacus
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Ceratitella,Ceratitella
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Ceratitis,Ceratitis
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Ceratitis,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Chaetellipsis,Chaetellipsis
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Chaetorellia,Chaetorellia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Chaetorellia,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Chaetostomella,Chaetostomella
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Chetostoma,Chetostoma
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Clinotaenia,Clinotaenia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Coelopacidia,Coelopacidia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Coelotrypes,Coelotrypes
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Cyrtostola,Cyrtostola
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Dacus,Dacus
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Dacus,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Dectodesis,Dectodesis
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Diarrhegma,Diarrhegma
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Dietheria,Dietheria
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Dimeringophrys,Dimeringophrys
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Dirioxa,Dirioxa
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Ensina,Ensina
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Euaresta,Euaresta
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Euarestella,Euarestella
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Euarestoides,Euarestoides
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Euleia,Euleia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Euphranta,Euphranta
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Eurasimona,Eurasimona
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Eurosta,Eurosta
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Eutreta,Eutreta
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Felderimyia,Felderimyia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Freidbergia,Freidbergia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Gastrozona,Gastrozona
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Goniglossum,Goniglossum
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Goniurellia,Goniurellia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Gymnocarena,Gymnocarena
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Heringina,Heringina
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Hexachaeta,Hexachaeta
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Hexachaeta,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Hyalotephritis,Hyalotephritis
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Hypenidium,Hypenidium
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Ichneumonosoma,Ichneumonosoma
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Icterica,Icterica
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Itosigo,Itosigo
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Lenitovena,Lenitovena
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Metasphenisca,Metasphenisca
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Munromyia,Munromyia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Myiopardalis,Myiopardalis
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Myoleja,Myoleja
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Myopites,Myopites
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,NA,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Neaspilota,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Neaspilota,Neaspilota
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Neoceratitis,Neoceratitis
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Neotephritis,Neotephritis
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Nitrariomyia,Nitrariomyia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Noeeta,Noeeta
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Notomma,Notomma
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Notommima,Notommima
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Oxyna,Oxyna
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Paracantha,Paracantha
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Paramyiolia,Paramyiolia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Parastenopa,Parastenopa
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Paraterellia,Paraterellia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Pelmatops,Pelmatops
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Perilampsis,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Perilampsis,Perilampsis
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Pherothrinax,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Pherothrinax,Pherothrinax
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Philophylla,Philophylla
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Platensina,Platensina
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Plioreocepta,Plioreocepta
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Pristaciura,Pristaciura
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Proanoplomus,Proanoplomus
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Procecidochares,Procecidochares
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Pseudopelmatops,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Pseudopelmatops,Pseudopelmatops
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Pseudophorellia,Pseudophorellia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Rhabdochaeta,Rhabdochaeta
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Rhagoletis,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Rhagoletis,Rhagoletis
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Rhagoletotrypeta,Rhagoletotrypeta
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Rhochmopterum,Rhochmopterum
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Sapadrama,Sapadrama
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Scedella,Scedella
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Sinacidia,Sinacidia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Spathulina,Spathulina
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Sphaeniscus,Sphaeniscus
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Sphenella,Sphenella
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Stenopa,Stenopa
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Strauzia,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Strauzia,Strauzia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Sundaresta,Sundaresta
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Tachinisca,Tachinisca
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Taeniostola,Taeniostola
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Taomyia,Taomyia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Tephraciura,Tephraciura
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Tephritis,Tephritis
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Tephritomyia,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Tephritomyia,Tephritomyia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Terellia,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Terellia,Terellia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Themara,Themara
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Tomoplagia,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Tomoplagia,Tomoplagia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Trirhithrum,Trirhithrum
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Trupanea,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Trupanea,Trupanea
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Trupanodesis,Trupanodesis
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Trypeta,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Trypeta,Trypeta
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Urelliosoma,Urelliosoma
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Urophora,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Urophora,Urophora
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Vidalia,Vidalia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Xanthaciura,Xanthaciura
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Xanthomyia,Xanthomyia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Xyphosia,Xyphosia
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Zeugodacus,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Zeugodacus,Zeugodacus
Eukaryota,Arthropoda,Insecta,Diptera,Tephritidae,Zonosemata,Zonosemata
Eukaryota,Arthropoda,Insecta,Diptera,Tethinidae,Neopelomyia,Neopelomyia
Eukaryota,Arthropoda,Insecta,Diptera,Tethinidae,Pelomyia,Pelomyia
Eukaryota,Arthropoda,Insecta,Diptera,Tethinidae,Pelomyiella,Pelomyiella
Eukaryota,Arthropoda,Insecta,Diptera,Thaumaleidae,Androprosopa,Androprosopa
Eukaryota,Arthropoda,Insecta,Diptera,Thaumaleidae,Protothaumalea,Protothaumalea
Eukaryota,Arthropoda,Insecta,Diptera,Thaumaleidae,Thaumalea,Thaumalea
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Acrosathe,Acrosathe
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Ammonaios,Ammonaios
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Anabarhynchus,Anabarhynchus
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Arenigena,Arenigena
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Ataenogera,Ataenogera
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Bonjeania,Bonjeania
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Brachylinga,Brachylinga
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Breviperna,Breviperna
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Chromolepida,Chromolepida
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Dialineura,Dialineura
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Distostylus,Distostylus
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Ectinorhynchus,Ectinorhynchus
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Efflatouniella,Efflatouniella
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Elcaribe,Elcaribe
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Litolinga,Litolinga
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Lysilinga,Lysilinga
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Microgephyra,Microgephyra
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Nebritus,Nebritus
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Ozodiceromyia,Ozodiceromyia
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Pachyrrhiza,Pachyrrhiza
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Pallicephala,Pallicephala
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Pandivirilia,Pandivirilia
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Penniverpa,Penniverpa
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Peralia,Peralia
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Pherocera,Pherocera
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Phycus,Phycus
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Psilocephala,Psilocephala
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Spiriverpa,Spiriverpa
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Thereva,NA
Eukaryota,Arthropoda,Insecta,Diptera,Therevidae,Thereva,Thereva
Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Angarotipula,Angarotipula
Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Ctenophora,Ctenophora
Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Dictenidia,Dictenidia
Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Dolichopeza,Dolichopeza
Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Holorusia,Holorusia
Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Indotipula,Indotipula
Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Leptotarsus,Leptotarsus
Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,NA,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma
Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Nigrotipula,Nigrotipula
Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Phoroctenia,Phoroctenia
Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Prionocera,Prionocera
Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Pselliophora,Pselliophora
Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Ptilogyna,Ptilogyna
Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tanyptera,Tanyptera
Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,NA
Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula
Eukaryota,Arthropoda,Insecta,Diptera,Tipulidae,Zelandotipula,Zelandotipula
Eukaryota,Arthropoda,Insecta,Diptera,Trichoceridae,Paracladura,Paracladura
Eukaryota,Arthropoda,Insecta,Diptera,Trichoceridae,Trichocera,NA
Eukaryota,Arthropoda,Insecta,Diptera,Trichoceridae,Trichocera,Trichocera
Eukaryota,Arthropoda,Insecta,Diptera,Ulidiidae,Callopistromyia,Callopistromyia
Eukaryota,Arthropoda,Insecta,Diptera,Ulidiidae,Ceroxys,Ceroxys
Eukaryota,Arthropoda,Insecta,Diptera,Ulidiidae,Chaetopsis,Chaetopsis
Eukaryota,Arthropoda,Insecta,Diptera,Ulidiidae,Chaetopsis,NA
Eukaryota,Arthropoda,Insecta,Diptera,Ulidiidae,Delphinia,Delphinia
Eukaryota,Arthropoda,Insecta,Diptera,Ulidiidae,Euxesta,Euxesta
Eukaryota,Arthropoda,Insecta,Diptera,Ulidiidae,Herina,Herina
Eukaryota,Arthropoda,Insecta,Diptera,Ulidiidae,Homalocephala,Homalocephala
Eukaryota,Arthropoda,Insecta,Diptera,Ulidiidae,Idana,Idana
Eukaryota,Arthropoda,Insecta,Diptera,Ulidiidae,Melieria,Melieria
Eukaryota,Arthropoda,Insecta,Diptera,Ulidiidae,Myennis,Myennis
Eukaryota,Arthropoda,Insecta,Diptera,Ulidiidae,Otites,Otites
Eukaryota,Arthropoda,Insecta,Diptera,Ulidiidae,Physiphora,NA
Eukaryota,Arthropoda,Insecta,Diptera,Ulidiidae,Physiphora,Physiphora
Eukaryota,Arthropoda,Insecta,Diptera,Ulidiidae,Pseudodyscrasis,Pseudodyscrasis
Eukaryota,Arthropoda,Insecta,Diptera,Ulidiidae,Pseudoseioptera,Pseudoseioptera
Eukaryota,Arthropoda,Insecta,Diptera,Ulidiidae,Pseudotephritis,Pseudotephritis
Eukaryota,Arthropoda,Insecta,Diptera,Ulidiidae,Seioptera,Seioptera
Eukaryota,Arthropoda,Insecta,Diptera,Ulidiidae,Tetanops,Tetanops
Eukaryota,Arthropoda,Insecta,Diptera,Ulidiidae,Timia,Timia
Eukaryota,Arthropoda,Insecta,Diptera,Ulidiidae,Tritoxa,NA
Eukaryota,Arthropoda,Insecta,Diptera,Ulidiidae,Tritoxa,Tritoxa
Eukaryota,Arthropoda,Insecta,Diptera,Ulidiidae,Ulidia,Ulidia
Eukaryota,Arthropoda,Insecta,Diptera,Vermileonidae,Lampromyia,Lampromyia
Eukaryota,Arthropoda,Insecta,Diptera,Vermileonidae,Leptynoma,Leptynoma
Eukaryota,Arthropoda,Insecta,Diptera,Vermileonidae,Vermileo,Vermileo
Eukaryota,Arthropoda,Insecta,Diptera,Vermileonidae,Vermiophis,Vermiophis
Eukaryota,Arthropoda,Insecta,Diptera,Vermileonidae,Vermipardus,Vermipardus
Eukaryota,Arthropoda,Insecta,Diptera,Xylomyidae,Macroceromys,Macroceromys
Eukaryota,Arthropoda,Insecta,Diptera,Xylomyidae,NA,NA
Eukaryota,Arthropoda,Insecta,Diptera,Xylomyidae,Solva,NA
Eukaryota,Arthropoda,Insecta,Diptera,Xylomyidae,Solva,Solva
Eukaryota,Arthropoda,Insecta,Diptera,Xylomyidae,Xylomya,NA
Eukaryota,Arthropoda,Insecta,Diptera,Xylomyidae,Xylomya,Xylomya
Eukaryota,Arthropoda,Insecta,Diptera,Xylophagaidae,Anacanthaspis,Anacanthaspis
Eukaryota,Arthropoda,Insecta,Diptera,Xylophagaidae,Arthropeas,Arthropeas
Eukaryota,Arthropoda,Insecta,Diptera,Xylophagaidae,Coenomyia,Coenomyia
Eukaryota,Arthropoda,Insecta,Diptera,Xylophagaidae,Dialysis,Dialysis
Eukaryota,Arthropoda,Insecta,Diptera,Xylophagaidae,Exeretonevra,Exeretonevra
Eukaryota,Arthropoda,Insecta,Diptera,Xylophagaidae,Heterostomus,Heterostomus
Eukaryota,Arthropoda,Insecta,Diptera,Xylophagaidae,Rachicerus,Rachicerus
Eukaryota,Arthropoda,Insecta,Diptera,Xylophagaidae,Xylophagus,NA
Eukaryota,Arthropoda,Insecta,Diptera,Xylophagaidae,Xylophagus,Xylophagus
Eukaryota,Arthropoda,Insecta,Embioptera,Andesembiidae,Andesembia,Andesembia
Eukaryota,Arthropoda,Insecta,Embioptera,Anisembiidae,Anisembia,Anisembia
Eukaryota,Arthropoda,Insecta,Embioptera,Anisembiidae,Chelicerca,Chelicerca
Eukaryota,Arthropoda,Insecta,Embioptera,Anisembiidae,Cryptembia,Cryptembia
