Metagenome sample,Class,count,ASV sample,18S reads
zr2760_40,Trebouxiophyceae,0.009493467981085196,CN18Fc33_5_eDNA,0.0
zr2760_40,Tremellomycetes,0.004151639015789052,CN18Fc33_5_eDNA,0.0002852072506021042
zr2760_40,Ulvophyceae,0.0017432075018033182,CN18Fc33_5_eDNA,0.00028520725060210417
zr2760_40,Wallemiomycetes,0.0011982046966418209,CN18Fc33_5_eDNA,0.0
zr2760_40,unknown,0.11425022040554621,CN18Fc33_5_eDNA,0.164691342375459
1903_buk5-2,Aconoidasida,0.0014323602347692042,CN19_Buck5_0m_2,0.0
1903_buk5-2,Actinopteri,0.02877167450188141,CN19_Buck5_0m_2,0.009419944489612829
1903_buk5-2,Agaricomycetes,0.011380370154055321,CN19_Buck5_0m_2,0.0
1903_buk5-2,Anthozoa,0.012127188993039266,CN19_Buck5_0m_2,0.0
1903_buk5-2,Appendicularia,0.0051415604683894564,CN19_Buck5_0m_2,0.07252796546020354
1903_buk5-2,Ascetosporea,2.8723801499382437e-06,CN19_Buck5_0m_2,0.0
1903_buk5-2,Ascidiacea,0.0016267246249150255,CN19_Buck5_0m_2,7.008887269057165e-05
1903_buk5-2,Asteroidea,0.001822046475110826,CN19_Buck5_0m_2,0.0
1903_buk5-2,Bacillariophyceae,0.02958455808431393,CN19_Buck5_0m_2,0.0017522218172642912
1903_buk5-2,Bangiophyceae,0.0026914202004921345,CN19_Buck5_0m_2,0.0
1903_buk5-2,Basidiobolomycetes,0.00037245195944199226,CN19_Buck5_0m_2,0.0
1903_buk5-2,Bigyra,0.005955401510871959,CN19_Buck5_0m_2,0.0047940788920351005
1903_buk5-2,Bivalvia,0.00788468351158048,CN19_Buck5_0m_2,0.0
1903_buk5-2,Bolidophyceae,7.085204369847669e-05,CN19_Buck5_0m_2,0.002593288289551151
1903_buk5-2,Calcarea,6.702220349855902e-06,CN19_Buck5_0m_2,0.0
1903_buk5-2,Centroplasthelida,1.9149200999588293e-06,CN19_Buck5_0m_2,0.0003083910398385152
1903_buk5-2,Cephalopoda,0.001025439713527953,CN19_Buck5_0m_2,0.0
1903_buk5-2,Chlorarachniophyceae,7.755426404833258e-05,CN19_Buck5_0m_2,0.00012615997084302897
1903_buk5-2,Chlorodendrophyceae,8.234156429822966e-05,CN19_Buck5_0m_2,0.0
1903_buk5-2,Chlorophyceae,0.05401798109973861,CN19_Buck5_0m_2,0.0
1903_buk5-2,Chloropicophyceae,0.003470792681175378,CN19_Buck5_0m_2,0.0
1903_buk5-2,Choanoflagellata,0.002106412109954712,CN19_Buck5_0m_2,0.0019204351117216628
1903_buk5-2,Chrysophyceae,4.59580823990119e-05,CN19_Buck5_0m_2,7.008887269057165e-05
1903_buk5-2,Chytridiomycetes,0.0032553641699300095,CN19_Buck5_0m_2,0.0
1903_buk5-2,Colpodea,9.574600499794146e-07,CN19_Buck5_0m_2,0.0
1903_buk5-2,Conoidasida,0.0037072853135202933,CN19_Buck5_0m_2,0.0
1903_buk5-2,Coscinodiscophyceae,0.008851718162059688,CN19_Buck5_0m_2,0.0012055286102778322
1903_buk5-2,Crinoidea,0.0005974550711871547,CN19_Buck5_0m_2,0.0
1903_buk5-2,Cryptophyceae,0.005123368727439848,CN19_Buck5_0m_2,0.014592503294177016
1903_buk5-2,Demospongiae,0.0007324569382342522,CN19_Buck5_0m_2,0.0
1903_buk5-2,Dictyochophyceae,0.0003427706978926304,CN19_Buck5_0m_2,0.004415598979506013
1903_buk5-2,Dinophyceae,0.12871901419913254,CN19_Buck5_0m_2,0.15343856009419957
1903_buk5-2,Dothideomycetes,0.004657085683099873,CN19_Buck5_0m_2,7.008887269057165e-05
1903_buk5-2,Echinoidea,0.0017128960294131726,CN19_Buck5_0m_2,1.401777453811433e-05
1903_buk5-2,Elardia,4.787300249897073e-06,CN19_Buck5_0m_2,0.0
1903_buk5-2,Enteropneusta,0.0005591566691879781,CN19_Buck5_0m_2,0.0
1903_buk5-2,Eurotatoria,0.00945396053349674,CN19_Buck5_0m_2,0.0
1903_buk5-2,Eurotiomycetes,0.003891117643116341,CN19_Buck5_0m_2,0.0
1903_buk5-2,Eustigmatophyceae,0.004915599896594315,CN19_Buck5_0m_2,0.0
1903_buk5-2,Exobasidiomycetes,0.0007334143982842316,CN19_Buck5_0m_2,0.0
1903_buk5-2,Filasterea,0.0005763909500876076,CN19_Buck5_0m_2,0.0
1903_buk5-2,Flabellinia,4.787300249897073e-06,CN19_Buck5_0m_2,0.00011214219630491462
1903_buk5-2,Florideophyceae,0.0028685503097383262,CN19_Buck5_0m_2,0.0
1903_buk5-2,Fragilariophyceae,0.00011393774594755034,CN19_Buck5_0m_2,0.0
1903_buk5-2,Gastropoda,0.0057035895177273725,CN19_Buck5_0m_2,0.0
1903_buk5-2,Glomeromycetes,0.0022385415968518715,CN19_Buck5_0m_2,0.0
1903_buk5-2,Gymnolaemata,0.000274791034344092,CN19_Buck5_0m_2,0.0
1903_buk5-2,Hexanauplia,0.004140057256110989,CN19_Buck5_0m_2,0.30987692393955546
1903_buk5-2,Holothuroidea,0.0010704403358769855,CN19_Buck5_0m_2,0.0
1903_buk5-2,Hydrozoa,0.001027354633627912,CN19_Buck5_0m_2,0.1698673918528694
1903_buk5-2,Ichthyosporea,0.0005926677709372577,CN19_Buck5_0m_2,0.0
1903_buk5-2,Klebsormidiophyceae,0.004323889585707037,CN19_Buck5_0m_2,0.0
1903_buk5-2,Lecanoromycetes,0.0002364926323449154,CN19_Buck5_0m_2,0.0
1903_buk5-2,Litostomatea,2.8723801499382437e-06,CN19_Buck5_0m_2,0.00036446213799097257
1903_buk5-2,Magnoliopsida,0.14205834761544575,CN19_Buck5_0m_2,2.803554907622866e-05
1903_buk5-2,Malacostraca,0.004323889585707037,CN19_Buck5_0m_2,0.0038128346743670975
1903_buk5-2,Malasseziomycetes,0.00021830089139530652,CN19_Buck5_0m_2,0.0
1903_buk5-2,Mamiellophyceae,0.10961960112214318,CN19_Buck5_0m_2,0.003714710252600297
1903_buk5-2,Mammalia,0.01067950939747039,CN19_Buck5_0m_2,0.0
1903_buk5-2,Mediophyceae,0.0002958551554436391,CN19_Buck5_0m_2,0.00043455101068154417
1903_buk5-2,Microbotryomycetes,0.0011173558783259768,CN19_Buck5_0m_2,0.0
1903_buk5-2,Mortierellomycetes,0.006064551956569612,CN19_Buck5_0m_2,0.0
1903_buk5-2,Myxozoa,9.287362484800322e-05,CN19_Buck5_0m_2,0.0
1903_buk5-2,Nephroselmidophyceae,0.00012255488639736507,CN19_Buck5_0m_2,0.0
1903_buk5-2,Oligohymenophorea,0.005955401510871959,CN19_Buck5_0m_2,4.2053323614342984e-05
1903_buk5-2,Pedinophyceae,3.829840199917659e-05,CN19_Buck5_0m_2,0.0
1903_buk5-2,Pelagophyceae,0.011916547782043794,CN19_Buck5_0m_2,0.0004485687852196585
1903_buk5-2,Pezizomycetes,0.0008846930861809791,CN19_Buck5_0m_2,0.0
1903_buk5-2,Phaeophyceae,0.009459705293796616,CN19_Buck5_0m_2,0.0
1903_buk5-2,Phaeosacciophyceae,1.244698064973239e-05,CN19_Buck5_0m_2,0.0
1903_buk5-2,Phyllopharyngea,3.8298401999176585e-06,CN19_Buck5_0m_2,0.0
1903_buk5-2,Phytomyxea,0.000935438468829888,CN19_Buck5_0m_2,0.0
1903_buk5-2,Pilidiophora,3.8298401999176585e-06,CN19_Buck5_0m_2,0.0
1903_buk5-2,Pinopsida,0.0010627806554771501,CN19_Buck5_0m_2,0.0
1903_buk5-2,Polychaeta,0.0008396924638319467,CN19_Buck5_0m_2,4.2053323614342984e-05
1903_buk5-2,Polycystinea,6.702220349855902e-06,CN19_Buck5_0m_2,5.607109815245732e-05
1903_buk5-2,Prasinodermophyceae,9.574600499794147e-06,CN19_Buck5_0m_2,0.0
1903_buk5-2,Pucciniomycetes,0.0005189433470888427,CN19_Buck5_0m_2,0.0
1903_buk5-2,Pycnogonida,0.0014342751548691631,CN19_Buck5_0m_2,0.0
1903_buk5-2,Pyramimonadophyceae,0.00021830089139530652,CN19_Buck5_0m_2,0.0006027643051389162
1903_buk5-2,Raphidophyceae,0.00023362025219497717,CN19_Buck5_0m_2,2.803554907622866e-05
1903_buk5-2,Rhabditophora,0.0007678829600834905,CN19_Buck5_0m_2,0.0
1903_buk5-2,Rhynchonellata,9.574600499794146e-07,CN19_Buck5_0m_2,0.0
1903_buk5-2,Saccharomycetes,0.003972501747364591,CN19_Buck5_0m_2,0.0
1903_buk5-2,Scyphozoa,6.702220349855902e-06,CN19_Buck5_0m_2,0.0002943732653004009
1903_buk5-2,Spirotrichea,0.003926543664965579,CN19_Buck5_0m_2,0.04042726176792174
1903_buk5-2,Synurophyceae,9.287362484800322e-05,CN19_Buck5_0m_2,4.2053323614342984e-05
1903_buk5-2,Tentaculata,6.702220349855902e-06,CN19_Buck5_0m_2,0.00011214219630491464
1903_buk5-2,Thecofilosea,3.8298401999176585e-06,CN19_Buck5_0m_2,1.401777453811433e-05
1903_buk5-2,Thecostraca,0.0020202407054565647,CN19_Buck5_0m_2,0.0
1903_buk5-2,Trebouxiophyceae,0.029154658521873173,CN19_Buck5_0m_2,1.401777453811433e-05
1903_buk5-2,Tremellomycetes,0.0014639564164185249,CN19_Buck5_0m_2,0.0
1903_buk5-2,Ulvophyceae,0.002544928812845284,CN19_Buck5_0m_2,0.0
1903_buk5-2,Ustilaginomycetes,0.0008933102266307938,CN19_Buck5_0m_2,0.0
1903_buk5-2,Xanthophyceae,0.004141014716160968,CN19_Buck5_0m_2,0.0
1903_buk5-2,unknown,0.1502044177206706,CN19_Buck5_0m_2,0.07282233872550405
1903c126_45m-2,Acantharea,3.8006375569501782e-06,CN19_Nisk_PB_Dawn_45m_2,7.74929481417191e-05
1903c126_45m-2,Aconoidasida,0.0013848573098137213,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Actinopteri,0.025010570523205267,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Agaricomycetes,0.013775410825165922,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Anthozoa,0.0105405931845067,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Appendicularia,0.0008247383498581887,CN19_Nisk_PB_Dawn_45m_2,0.009562629800688137
1903c126_45m-2,Ascetosporea,4.750796946187723e-07,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Ascidiacea,0.0011796228817384116,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Asteroidea,0.0022718310996669693,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Bacillariophyceae,0.0364984726187818,CN19_Nisk_PB_Dawn_45m_2,0.003037723567155388
1903c126_45m-2,Bangiophyceae,0.0033773415490448524,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Basidiobolomycetes,0.0004864816072896228,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Bigyra,0.007380363055902628,CN19_Nisk_PB_Dawn_45m_2,0.0025262701094200413
1903c126_45m-2,Bivalvia,0.007250191219577084,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Bolidophyceae,9.976673586994219e-06,CN19_Nisk_PB_Dawn_45m_2,0.0007129351229038159
1903c126_45m-2,Calcarea,5.700956335425268e-06,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Centroplasthelida,3.325557862331406e-06,CN19_Nisk_PB_Dawn_45m_2,1.549858962834382e-05
1903c126_45m-2,Cephalopoda,0.0009857903663339526,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Chlorarachniophyceae,7.268719327667216e-05,CN19_Nisk_PB_Dawn_45m_2,1.549858962834382e-05
1903c126_45m-2,Chlorodendrophyceae,2.8979861371745112e-05,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Chlorophyceae,0.03889810015630122,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Chloropicophyceae,0.0025088958672817366,CN19_Nisk_PB_Dawn_45m_2,3.099717925668764e-05
1903c126_45m-2,Choanoflagellata,0.002781591611992912,CN19_Nisk_PB_Dawn_45m_2,0.0013948730665509443
1903c126_45m-2,Chrysophyceae,3.705621618026424e-05,CN19_Nisk_PB_Dawn_45m_2,4.6495768885031464e-05
1903c126_45m-2,Chytridiomycetes,0.00449662930956668,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Colpodea,4.750796946187723e-07,CN19_Nisk_PB_Dawn_45m_2,4.6495768885031464e-05
1903c126_45m-2,Conoidasida,0.004986911554413252,CN19_Nisk_PB_Dawn_45m_2,0.0030377235671553886
1903c126_45m-2,Coscinodiscophyceae,0.011435643329168467,CN19_Nisk_PB_Dawn_45m_2,0.00255726728867673
1903c126_45m-2,Crinoidea,0.0006622610942985686,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Cryptophyceae,0.005305690029502449,CN19_Nisk_PB_Dawn_45m_2,0.006400917516505995
1903c126_45m-2,Demospongiae,0.0008893491883263417,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Dictyochophyceae,4.133193343183319e-05,CN19_Nisk_PB_Dawn_45m_2,0.0006819379436471282
1903c126_45m-2,Dinophyceae,0.14733646569211986,CN19_Nisk_PB_Dawn_45m_2,0.22469855243172931
1903c126_45m-2,Dothideomycetes,0.005656298844131103,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Echinoidea,0.0018547111277916872,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Elardia,2.850478167712634e-06,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Enopla,4.750796946187723e-07,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Enteropneusta,0.0006157032842259289,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Eurotatoria,0.01074630269227663,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Eurotiomycetes,0.004865291152590847,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Eustigmatophyceae,0.007486780907497233,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Exobasidiomycetes,0.0009140533324465179,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Filasterea,0.0008161869153550508,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Flabellinia,3.8006375569501782e-06,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Florideophyceae,0.0019449762697692538,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Fragilariophyceae,3.800637556950178e-05,CN19_Nisk_PB_Dawn_45m_2,0.00027897461331018874
1903c126_45m-2,Gastropoda,0.005283836363549985,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Glomeromycetes,0.0027098545781054774,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Gymnolaemata,0.00029027369341206986,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Hexanauplia,0.004537961242998513,CN19_Nisk_PB_Dawn_45m_2,0.49837264808902404
1903c126_45m-2,Holothuroidea,0.0006304307547591109,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Hydrozoa,0.0004185452109591384,CN19_Nisk_PB_Dawn_45m_2,0.010616533895415517
1903c126_45m-2,Ichthyosporea,0.0008085856402411505,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Klebsormidiophyceae,0.0029283912376301124,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Lecanoromycetes,0.00027412098379503164,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Litostomatea,4.275717251568951e-06,CN19_Nisk_PB_Dawn_45m_2,1.549858962834382e-05
1903c126_45m-2,Magnoliopsida,0.10695231625105112,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Malacostraca,0.0037032462195533303,CN19_Nisk_PB_Dawn_45m_2,4.649576888503146e-05
1903c126_45m-2,Malasseziomycetes,0.00031497783753224606,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Mamiellophyceae,0.04916267203823441,CN19_Nisk_PB_Dawn_45m_2,0.0009454139673289732
1903c126_45m-2,Mammalia,0.013399622786722474,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Mediophyceae,5.986004152196531e-05,CN19_Nisk_PB_Dawn_45m_2,0.00032547038219522025
1903c126_45m-2,Microbotryomycetes,0.0011653704908998485,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Mortierellomycetes,0.0076369060909967645,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Myxozoa,6.793639633048444e-05,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Nephroselmidophyceae,2.660446289865125e-05,CN19_Nisk_PB_Dawn_45m_2,1.549858962834382e-05
1903c126_45m-2,Nuda,4.750796946187723e-07,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Oligohymenophorea,0.0037231995667273187,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Pedinophyceae,1.0926832976231763e-05,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Pelagophyceae,0.020334361089072692,CN19_Nisk_PB_Dawn_45m_2,0.0005424506369920338
1903c126_45m-2,Pezizomycetes,0.0009135782527518991,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Phaeophyceae,0.011963931949584544,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Phaeosacciophyceae,2.3753984730938614e-06,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Phyllopharyngea,4.275717251568951e-06,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Phytomyxea,0.0012993429647823423,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Picomonadea,4.750796946187723e-07,CN19_Nisk_PB_Dawn_45m_2,0.0001394873066550944
1903c126_45m-2,Pilidiophora,2.850478167712634e-06,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Pinopsida,0.0007800808585640241,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Polychaeta,0.0009501593892375445,CN19_Nisk_PB_Dawn_45m_2,1.549858962834382e-05
1903c126_45m-2,Polycystinea,1.4252390838563169e-05,CN19_Nisk_PB_Dawn_45m_2,0.0012553857598958495
1903c126_45m-2,Polyplacophora,2.850478167712634e-06,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Prasinodermophyceae,2.3753984730938614e-06,CN19_Nisk_PB_Dawn_45m_2,1.549858962834382e-05
1903c126_45m-2,Pucciniomycetes,0.0006608358552147122,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Pycnogonida,0.0005986004152196531,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Pyramimonadophyceae,4.8933208545733546e-05,CN19_Nisk_PB_Dawn_45m_2,0.00012398871702675056
1903c126_45m-2,Raphidophyceae,6.223543999505918e-05,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Rhabditophora,0.0008760469568770161,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Rhynchonellata,9.501593892375446e-07,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Saccharomycetes,0.004551738554142457,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Sagittoidea,9.501593892375446e-07,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Scyphozoa,3.325557862331406e-06,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Spirotrichea,0.0013482761733280759,CN19_Nisk_PB_Dawn_45m_2,0.008787700319270942
1903c126_45m-2,Synurophyceae,1.5677629922419486e-05,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Tentaculata,6.271051968967794e-05,CN19_Nisk_PB_Dawn_45m_2,0.004215616378909519
1903c126_45m-2,Thecofilosea,4.750796946187723e-07,CN19_Nisk_PB_Dawn_45m_2,1.549858962834382e-05
1903c126_45m-2,Thecostraca,0.0021188554379997244,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Trebouxiophyceae,0.019102479440926214,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Tremellomycetes,0.001869438598324869,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Ulvophyceae,0.0016950843503997796,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Ustilaginomycetes,0.0010917331382339387,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,Xanthophyceae,0.006252048781183043,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_45m-2,unknown,0.23087400411419015,CN19_Nisk_PB_Dawn_45m_2,0.09044976907101465
1903c129_5m-2,Aconoidasida,0.0012681073001637806,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Actinopteri,0.019225672746161226,CN19_Nisk_MO_Dawn_5m_2,0.00012798907826532135
1903c129_5m-2,Agaricomycetes,0.010589424753666513,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Agaricostilbomycetes,5.9628869913657396e-06,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Anthozoa,0.008818447317230887,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Appendicularia,0.00295030397472796,CN19_Nisk_MO_Dawn_5m_2,0.055845901149768555
1903c129_5m-2,Ascidiacea,0.0010673567714544674,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Asteroidea,0.0017623643774480964,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Bacillariophyceae,0.03188289419983357,CN19_Nisk_MO_Dawn_5m_2,0.023464664348642254
1903c129_5m-2,Bangiophyceae,0.002406356172515596,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Basidiobolomycetes,0.00036108593447714755,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Bigyra,0.005615714459868445,CN19_Nisk_MO_Dawn_5m_2,0.004714264382772671
1903c129_5m-2,Bivalvia,0.005355335061245475,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Bolidophyceae,2.318900496642232e-05,CN19_Nisk_MO_Dawn_5m_2,0.0022611403826873445
1903c129_5m-2,Calcarea,3.975257994243827e-06,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Centroplasthelida,6.625429990406377e-07,CN19_Nisk_MO_Dawn_5m_2,0.0001706521043537618
1903c129_5m-2,Cephalopoda,0.0007917388838535621,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Chlorarachniophyceae,5.234089692421038e-05,CN19_Nisk_MO_Dawn_5m_2,0.004820921947993772
1903c129_5m-2,Chlorodendrophyceae,6.227904190981995e-05,CN19_Nisk_MO_Dawn_5m_2,0.0002346466434864225
1903c129_5m-2,Chlorophyceae,0.07191307965886987,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Chloropicophyceae,0.004555645661403425,CN19_Nisk_MO_Dawn_5m_2,4.266302608844045e-05
1903c129_5m-2,Choanoflagellata,0.0023169128676451102,CN19_Nisk_MO_Dawn_5m_2,0.004756927408861111
1903c129_5m-2,Chrysophyceae,1.9213746972178495e-05,CN19_Nisk_MO_Dawn_5m_2,0.0004266302608844045
1903c129_5m-2,Chytridiomycetes,0.0032868758182406036,CN19_Nisk_MO_Dawn_5m_2,2.1331513044220225e-05
1903c129_5m-2,Conoidasida,0.0031086517514986724,CN19_Nisk_MO_Dawn_5m_2,2.1331513044220225e-05
1903c129_5m-2,Coscinodiscophyceae,0.011348699030567084,CN19_Nisk_MO_Dawn_5m_2,0.1096866400733804
1903c129_5m-2,Crinoidea,0.0005618364631864608,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Cryptophyceae,0.005045264937694457,CN19_Nisk_MO_Dawn_5m_2,0.018835726018046457
1903c129_5m-2,Demospongiae,0.000687719633004182,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Dictyochophyceae,0.00015768523377167177,CN19_Nisk_MO_Dawn_5m_2,0.0047995904349495515
1903c129_5m-2,Dinophyceae,0.0888662299183217,CN19_Nisk_MO_Dawn_5m_2,0.11320633972567645
1903c129_5m-2,Dothideomycetes,0.004548357688413978,CN19_Nisk_MO_Dawn_5m_2,0.00014932059130954157
1903c129_5m-2,Echinoidea,0.001539749929770442,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Elardia,1.3250859980812755e-05,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Enteropneusta,0.0004863065612958281,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Eurotatoria,0.008813809516237604,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Eurotiomycetes,0.004105116422055791,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Eustigmatophyceae,0.004125655255026051,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Exobasidiomycetes,0.0008242034908065533,CN19_Nisk_MO_Dawn_5m_2,0.00010665756522110113
1903c129_5m-2,Filasterea,0.0006605553700435159,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Flabellinia,1.9876289971219133e-06,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Florideophyceae,0.0017974791563972502,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Fragilariophyceae,0.00012058282582539607,CN19_Nisk_MO_Dawn_5m_2,0.0024317924870411057
1903c129_5m-2,Gastropoda,0.00437344633666725,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Glomeromycetes,0.0024573719834417255,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Gymnolaemata,0.00024646599564311723,CN19_Nisk_MO_Dawn_5m_2,4.266302608844045e-05
1903c129_5m-2,Hexanauplia,0.0015669141927311082,CN19_Nisk_MO_Dawn_5m_2,0.24725356769555673
1903c129_5m-2,Holothuroidea,0.0005406350872171604,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Hydrozoa,0.0003650611924713914,CN19_Nisk_MO_Dawn_5m_2,0.0022398088696431243
1903c129_5m-2,Ichthyosporea,0.0006174900751058744,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Klebsormidiophyceae,0.00604570486624582,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Lecanoromycetes,0.00026104194162201126,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Litostomatea,5.9628869913657396e-06,CN19_Nisk_MO_Dawn_5m_2,0.00010665756522110113
1903c129_5m-2,Magnoliopsida,0.17534796758309615,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Malacostraca,0.0022870984326882815,CN19_Nisk_MO_Dawn_5m_2,6.399453913266067e-05
1903c129_5m-2,Malasseziomycetes,0.000221289361679573,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c129_5m-2,Mamiellophyceae,0.1417258980107809,CN19_Nisk_MO_Dawn_5m_2,0.01546534695705966
1903c129_5m-2,Mammalia,0.010460228868853588,CN19_Nisk_MO_Dawn_5m_2,0.0
